Species_ID,Bishop_DB_Match,TSN,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Scientific_name,taxonRank,Authority,Synonym,Authority_Source,Citation,Common_name,Code,Life_form,Life_cycle,Omit_in_NPSpecies,Complete,Update_date,Update_by,Update_comments,TSN_park,Park,Park_common_name,Life_form_park,Nativeness,Distribution,Conservation_status,Update_date_park,Update_by_park,Update_comments_park
20100315154438-278721392.154694,Yes,503076,Lycopodiales,Lycopodiaceae,Huperzia ,haleakalae,NA,Huperzia haleakalae,species,(Brack.) Holub,NA,2012 Bishop Museum Technical Report 60,Palmer 2003,Pacific clubmoss,HUPHAL,Fern ally,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,503076,HALE,NA,Fern ally,Native,ind,NA,NA,NA,NA
20100315154438-279342055.32074,Yes,17519,Polypodiales,Dryopteridaceae,Dryopteris ,spp.,NA,Dryopteris spp.,genus,NA,NA,NA,NA,NA,DRYSP.,Fern,Perennial,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",17519,KALA,NA,Fern,Unknown,NA,NA,NA,NA,NA
20100315154438-279342055.32074,Yes,17519,Polypodiales,Dryopteridaceae,Dryopteris ,spp.,NA,Dryopteris spp.,genus,NA,NA,NA,NA,NA,DRYSP.,Fern,Perennial,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",17519,HALE,Dryopteris spp.,Fern,Unknown,NA,NA,NA,NA,NA
20100315154438-279342055.32074,Yes,17519,Polypodiales,Dryopteridaceae,Dryopteris ,spp.,NA,Dryopteris spp.,genus,NA,NA,NA,NA,NA,DRYSP.,Fern,Perennial,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",17519,HAVO,Dryopteris spp.,Fern,Unknown,NA,NA,NA,NA,NA
20100315154438-28003454.208374,Yes,505318,Apiales,Apiaceae,Spermolepis ,hawaiiensis,NA,Spermolepis hawaiiensis,species,H. Wolff,NA,Wagner et al. 2012,"Lorence et al., 1995; Wagner & Herbst, 1995",no common name,SPEHAW,Herb,Annual,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form and conservation status in xref table from PLANTS database.,505318,HAVO,NA,NA,Native,end,E,NA,NA,NA
20100315154438-280319809.913635,Yes,34332,Scrophulariales,Bignoniaceae,Crescentia ,cujete,NA,Crescentia cujete,species,NA,NA,NA,NA,common calabash tree,CRECUJ,Tree,Perennial,FALSE,FALSE,NA,NA,NA,34332,KAHO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-280319809.913635,Yes,34332,Scrophulariales,Bignoniaceae,Crescentia ,cujete,NA,Crescentia cujete,species,NA,NA,NA,NA,common calabash tree,CRECUJ,Tree,Perennial,FALSE,FALSE,NA,NA,NA,34332,PUHO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-280338764.190674,No,522522,Polypodiales,Thelypteridaceae,Thelypteris ,torresiana,NA,Thelypteris torresiana,species,NA,NA,NA,NA,NA,THETOR,Herb,NA,FALSE,FALSE,NA,NA,NA,522522,WAPA,NA,Fern,Native,NA,NA,NA,NA,NA
20100315154438-281143724.918365,Yes,35762,Asterales,Asteraceae,Bidens ,molokaiensis,NA,Bidens molokaiensis,species,(Hillebr.) Sherff,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,ko`oko`olau,BIDMOL,Herb,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35762,KALA,ko‘oko‘olau,Herb,Native,end,,NA,NA,NA
20100315154438-281381428.24173,No,-695157,Polypodiales,Davalliaceae,Leucostegia ,pallida,NA,Leucostegia pallida,species,NA,NA,NA,NA,NA,LEUPAL,NA,NA,FALSE,FALSE,NA,NA,NA,-695157,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-281503438.949585,Yes,18035,Pinales,Pinaceae,Pinus ,spp.,NA,Pinus spp.,genus,NA,NA,NA,NA,pine,PINSP.,Tree,Perennial,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",18035,HALE,pine,Tree,Non-Native,nat,NA,NA,NA,NA
20100315154438-281503438.949585,Yes,18035,Pinales,Pinaceae,Pinus ,spp.,NA,Pinus spp.,genus,NA,NA,NA,NA,pine,PINSP.,Tree,Perennial,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",18035,HAVO,pine,Tree,Non-Native,nat,,NA,NA,NA
20100315154438-281503438.949585,Yes,18035,Pinales,Pinaceae,Pinus ,spp.,NA,Pinus spp.,genus,NA,NA,NA,NA,pine,PINSP.,Tree,Perennial,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",18035,KALA,pine,Tree,Non-Native,nat,,NA,NA,NA
20100315154438-281609952.449799,No,845407,Campanulales,Campanulaceae,Clermontia ,peleana,ssp. peleana,Clermontia peleana ssp. peleana,subspecies,Rock ,Clermontia peleana Rock,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Lammers 1991,"‘oha wai, ‘oha",CLEPEL2,Tree,Perennial,FALSE,FALSE,2013-12-12T15:44:13Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source, citation, and synonym.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",845407,HAVO,‘ōhā wai,NA,Native,end,NA,NA,NA,NA
20100315154438-282185137.271881,No,181991,Malvales,Malvaceae,Abutilon ,pictum,NA,Abutilon pictum,species,NA,NA,NA,NA,painted Indian mallow,ABUPIC,NA,NA,FALSE,FALSE,NA,NA,NA,181991,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-28246939.1822815,No,-743564,Urticales,Urticaceae,Elatostema ,scabriusculum,NA,Elatostema scabriusculum,species,NA,NA,NA,NA,NA,ELASCA,NA,NA,FALSE,FALSE,NA,NA,NA,-743564,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-283014774.32251,No,-695160,Sapindales,Sapindaceae,Elattostachys ,falcata,NA,Elattostachys falcata,species,(A. Gray) Radlk.,NA,Whistler 2004,NA,"taputo', tapumatau",ELAFAL,Tree,NA,FALSE,TRUE,NA,NA,NA,-695160,NPSA,taputo‘i,Tree,Native,ind,NA,NA,NA,NA
20100315154438-283559679.985046,No,-504557,Polypodiales,Tectariaceae,Tectaria ,decurrens,NA,Tectaria decurrens,species,NA,NA,NA,NA,NA,TECDEC,Fern,Perennial,FALSE,FALSE,2013-12-13T10:54:06Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.,-504557,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-283584237.098694,No,-504264,Orchidales,Orchidaceae,Coelogyne ,lycastoides,NA,Coelogyne lycastoides,species,F. Muell. & Kraenzl,NA,Cribb & Whistler 1996,NA,NA,COELYC,Herb,Perennial,FALSE,TRUE,NA,NA,NA,-504264,NPSA,Coelogyne lycastoides,Herb,Native,ind,NA,NA,NA,NA
20100315154438-284199714.660645,No,897053,Urticales,Cannabaceae,Trema ,orientale,NA,Trema orientalis,species, (L.) Blume,Trema orientale  (misspelling),NA,NA,gunpowder tree,TREORI,Tree,Perennial,FALSE,FALSE,2014-12-11T10:54:06Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.  Updated species name as it is not accepted (it is a misspelling).  Updated to correct TSN and added authority.,897053,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-284199714.660645,No,897053,Urticales,Cannabaceae,Trema ,orientale,NA,Trema orientalis,species, (L.) Blume,Trema orientale  (misspelling),NA,NA,gunpowder tree,TREORI,Tree,Perennial,FALSE,FALSE,2014-12-11T10:54:06Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.  Updated species name as it is not accepted (it is a misspelling).  Updated to correct TSN and added authority.,897053,HALE,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-284480273.723602,No,810208,Liliales,Xanthorrhoeaceae,Dianella ,saffordiana,NA,Dianella saffordiana,species,Fosberg & Sachet,NA,USDA - internet 2011,NA,NA,DIASAF,Herb,Perennial,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",810208,WAPA,NA,Herb,Native,NA,NA,NA,NA,NA
20100315154438-285776078.701019,Yes,22236,Violales,Passifloraceae,Passiflora ,laurifolia,NA,Passiflora laurifolia,species,L.,NA,Wagner et al. 2012,"Meidell et al., 1998; Starr et al., 1999",golden bellapple,PASLAU,Vine,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,22236,HALE,NA,NA,Non-Native,nat,NA,NA,NA,NA
20100315154438-285876154.899597,Yes,35190,Rubiales,Rubiaceae,Coffea ,arabica,NA,Coffea arabica,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Arabian coffee,COFARA,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35190,HALE,Arabian coffee,Shrub,Non-Native,nat,,NA,NA,NA
20100315154438-285876154.899597,Yes,35190,Rubiales,Rubiaceae,Coffea ,arabica,NA,Coffea arabica,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Arabian coffee,COFARA,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35190,KALA,Arabian coffee,Shrub,Non-Native,nat,,NA,NA,NA
20100315154438-285876154.899597,Yes,35190,Rubiales,Rubiaceae,Coffea ,arabica,NA,Coffea arabica,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Arabian coffee,COFARA,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35190,HAVO,Arabian coffee,Shrub,Non-Native,nat,,NA,NA,NA
20100315154438-285876154.899597,Yes,35190,Rubiales,Rubiaceae,Coffea ,arabica,NA,Coffea arabica,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Arabian coffee,COFARA,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35190,PUHO,Arabian coffee,Shrub,Non-Native,nat,,NA,NA,NA
20100315154438-286410212.516785,No,505625,Cyperales,Cyperaceae,Uncinia ,uncinata,NA,Uncinia uncinata,species,(L. f.) Kük.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Hawai'i birdcatching sedge,UNCUNC,Sedge,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,505625,HAVO,Uncinia uncinata,Sedge,Native,ind,NA,NA,NA,NA
20100315154438-286410212.516785,No,505625,Cyperales,Cyperaceae,Uncinia ,uncinata,NA,Uncinia uncinata,species,(L. f.) Kük.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Hawai'i birdcatching sedge,UNCUNC,Sedge,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,505625,HALE,Uncinia uncinata,Sedge,Native,ind,NA,NA,NA,NA
20100315154438-286410212.516785,No,505625,Cyperales,Cyperaceae,Uncinia ,uncinata,NA,Uncinia uncinata,species,(L. f.) Kük.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Hawai'i birdcatching sedge,UNCUNC,Sedge,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,505625,KALA,Uncinia uncinata,Sedge,Native,ind,NA,NA,NA,NA
20100315154438-286616623.401642,Yes,35731,Asterales,Asteraceae,Bidens ,pilosa,NA,Bidens pilosa,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,nehe,BIDPIL,Herb,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35731,KAHO,Spanish needle,Herb,Non-Native,nat ,NA,NA,NA,NA
20100315154438-286616623.401642,Yes,35731,Asterales,Asteraceae,Bidens ,pilosa,NA,Bidens pilosa,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,nehe,BIDPIL,Herb,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35731,HALE,Spanish needle,Herb,Non-Native,nat ,NA,NA,NA,NA
20100315154438-286616623.401642,Yes,35731,Asterales,Asteraceae,Bidens ,pilosa,NA,Bidens pilosa,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,nehe,BIDPIL,Herb,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35731,NPSA,Spanish needle,Herb,Non-Native,NA,NA,NA,NA,NA
20100315154438-286616623.401642,Yes,35731,Asterales,Asteraceae,Bidens ,pilosa,NA,Bidens pilosa,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,nehe,BIDPIL,Herb,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35731,KALA,Spanish needle,Herb,Non-Native,nat ,NA,NA,NA,NA
20100315154438-286616623.401642,Yes,35731,Asterales,Asteraceae,Bidens ,pilosa,NA,Bidens pilosa,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,nehe,BIDPIL,Herb,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35731,HAVO,Spanish needle,Herb,Non-Native,nat ,NA,NA,NA,NA
20100315154438-286616623.401642,Yes,35731,Asterales,Asteraceae,Bidens ,pilosa,NA,Bidens pilosa,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,nehe,BIDPIL,Herb,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35731,PUHO,Spanish needle,Herb,Non-Native,nat ,NA,NA,NA,NA
20100315154438-286727607.250214,Yes,32834,Lamiales,Lamiaceae,Stenogyne ,bifida,NA,Stenogyne bifida,species,Hillebr.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,twocleft stenogyne,STEBIF,Herb,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form and conservation status in xref table from PLANTS database.,32834,KALA,NA,NA,Native,end,E,NA,NA,NA
20100315154438-287556648.254395,Yes,28803,Sapindales,Anacardiaceae,Mangifera ,indica,NA,Mangifera indica,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,mango,MANIND,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,28803,HALE,mango,Tree,Non-Native,nat ,NA,NA,NA,NA
20100315154438-287556648.254395,Yes,28803,Sapindales,Anacardiaceae,Mangifera ,indica,NA,Mangifera indica,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,mango,MANIND,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,28803,HAVO,mango,Tree,Non-Native,nat ,NA,NA,NA,NA
20100315154438-287556648.254395,Yes,28803,Sapindales,Anacardiaceae,Mangifera ,indica,NA,Mangifera indica,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,mango,MANIND,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,28803,KALA,mango,Tree,Non-Native,nat ,NA,NA,NA,NA
20100315154438-287556648.254395,Yes,28803,Sapindales,Anacardiaceae,Mangifera ,indica,NA,Mangifera indica,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,mango,MANIND,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,28803,NPSA,mago,Tree,Non-Native,pol,NA,NA,NA,NA
20100315154438-287556648.254395,Yes,28803,Sapindales,Anacardiaceae,Mangifera ,indica,NA,Mangifera indica,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,mango,MANIND,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,28803,WAPA,mango,Tree,Non-Native,NA,NA,NA,NA,NA
20100315154438-287556648.254395,Yes,28803,Sapindales,Anacardiaceae,Mangifera ,indica,NA,Mangifera indica,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,mango,MANIND,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,28803,PUHO,mango,Tree,Non-Native,nat ,NA,NA,NA,NA
20100315154438-287628710.269928,No,-502404,Polypodiales,Hymenophyllaceae,Crepidomanes,proliferum,NA,Crepidomanes proliferum,species,(Blume) Bostock,Gonocormus prolifer,2012 Bishop Museum Technical Report 60,Ebihara et al. 2006:238/Snow et al. 2011:13,NA,CREPRO,NA,NA,FALSE,FALSE,2015-03-18T00:00:00Z,Kelly Kozar,Updated to correct scientific name.,-502404,HALE,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-287628710.269928,No,-502404,Polypodiales,Hymenophyllaceae,Crepidomanes,proliferum,NA,Crepidomanes proliferum,species,(Blume) Bostock,Gonocormus prolifer,2012 Bishop Museum Technical Report 60,Ebihara et al. 2006:238/Snow et al. 2011:13,NA,CREPRO,NA,NA,FALSE,FALSE,2015-03-18T00:00:00Z,Kelly Kozar,Updated to correct scientific name.,-502404,HAVO,NA,NA,Native,NA,R,NA,NA,NA
20100315154438-287738204.00238,Yes,40220,Cyperales,Cyperaceae,Rhynchospora ,sclerioides,NA,Rhynchospora sclerioides,species,Hook. & Arn.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,kuolohia,RHYSCL,Sedge,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,40220,HALE,NA,NA,Native,ind,NA,NA,NA,NA
